Date,BNM_OPR,MGS_3Y,MGS_5Y,MGS_10Y
2022-08-24,2.75,3.712,3.946,4.121
2022-08-25,2.75,3.729,3.964,4.141
2022-08-26,2.75,3.712,3.944,4.119
2022-08-29,2.75,3.728,3.962,4.138
2022-08-30,2.75,3.702,3.933,4.106
2022-08-31,2.75,3.712,3.944,4.117
2022-09-01,2.75,3.696,3.926,4.097
2022-09-02,2.75,3.731,3.965,4.139
2022-09-05,2.75,3.689,3.918,4.087
2022-09-06,2.75,3.706,3.937,4.108
2022-09-07,2.75,3.709,3.94,4.111
2022-09-08,2.75,3.706,3.936,4.107
2022-09-09,2.75,3.698,3.928,4.098
2022-09-12,2.75,3.698,3.928,4.098
2022-09-13,2.75,3.701,3.931,4.101
2022-09-14,2.75,3.699,3.928,4.098
2022-09-15,2.75,3.713,3.944,4.116
2022-09-16,2.75,3.728,3.962,4.136
2022-09-19,2.75,3.696,3.926,4.096
2022-09-20,2.75,3.688,3.916,4.086
2022-09-21,2.75,3.705,3.936,4.107
2022-09-22,2.75,3.738,3.974,4.15
2022-09-23,2.75,3.7,3.931,4.102
2022-09-26,2.75,3.731,3.966,4.142
2022-09-27,2.75,3.734,3.97,4.146
2022-09-28,2.75,3.71,3.943,4.117
2022-09-29,2.75,3.727,3.961,4.138
2022-09-30,2.75,3.742,3.979,4.159
2022-10-03,2.75,3.722,3.956,4.133
2022-10-04,2.75,3.727,3.963,4.141
2022-10-05,2.75,3.726,3.962,4.141
2022-10-06,2.75,3.725,3.961,4.14
2022-10-07,2.75,3.733,3.97,4.152
2022-10-10,2.75,3.73,3.968,4.149
2022-10-11,2.75,3.75,3.99,4.174
2022-10-12,2.75,3.744,3.984,4.169
2022-10-13,2.75,3.761,4.003,4.191
2022-10-14,2.75,3.744,3.984,4.171
2022-10-17,2.75,3.771,4.015,4.206
2022-10-18,2.75,3.782,4.028,4.221
2022-10-19,2.75,3.753,3.996,4.186
2022-10-20,2.75,3.786,4.033,4.228
2022-10-21,2.75,3.802,4.051,4.249
2022-10-24,2.75,3.777,4.024,4.22
2022-10-25,2.75,3.817,4.069,4.27
2022-10-26,2.75,3.807,4.058,4.259
2022-10-27,2.75,3.798,4.049,4.25
2022-10-28,2.75,3.811,4.063,4.267
2022-10-31,2.75,3.823,4.078,4.283
2022-11-01,2.75,3.823,4.077,4.284
2022-11-02,2.75,3.833,4.089,4.298
2022-11-03,2.75,3.82,4.075,4.283
2022-11-04,2.75,3.838,4.095,4.307
2022-11-07,2.75,3.824,4.08,4.29
2022-11-08,2.75,3.844,4.103,4.316
2022-11-09,2.75,3.839,4.097,4.311
2022-11-10,2.75,3.845,4.105,4.32
2022-11-11,2.75,3.873,4.136,4.355
2022-11-14,2.75,3.875,4.139,4.359
2022-11-15,2.75,3.873,4.137,4.358
2022-11-16,2.75,3.856,4.119,4.338
2022-11-17,2.75,3.869,4.133,4.355
2022-11-18,2.75,3.891,4.158,4.383
2022-11-21,2.75,3.881,4.147,4.371
2022-11-22,2.75,3.91,4.18,4.408
2022-11-23,2.75,3.89,4.157,4.384
2022-11-24,2.75,3.89,4.158,4.384
2022-11-25,2.75,3.886,4.154,4.38
2022-11-28,2.75,3.894,4.162,4.39
2022-11-29,2.75,3.892,4.161,4.388
2022-11-30,2.75,3.904,4.174,4.404
2022-12-01,2.75,3.908,4.179,4.41
2022-12-02,2.75,3.889,4.157,4.385
2022-12-05,2.75,3.883,4.151,4.378
2022-12-06,2.75,3.877,4.145,4.372
2022-12-07,2.75,3.906,4.177,4.407
2022-12-08,2.75,3.887,4.155,4.383
2022-12-09,2.75,3.874,4.141,4.368
2022-12-12,2.75,3.904,4.175,4.405
2022-12-13,2.75,3.929,4.202,4.436
2022-12-14,2.75,3.898,4.168,4.397
2022-12-15,2.75,3.907,4.178,4.408
2022-12-16,2.75,3.897,4.166,4.395
2022-12-19,2.75,3.893,4.161,4.39
2022-12-20,2.75,3.903,4.173,4.402
2022-12-21,2.75,3.887,4.154,4.381
2022-12-22,2.75,3.891,4.159,4.386
2022-12-23,2.75,3.889,4.157,4.383
2022-12-26,2.75,3.875,4.14,4.364
2022-12-27,2.75,3.892,4.159,4.385
2022-12-28,2.75,3.875,4.14,4.362
2022-12-29,2.75,3.864,4.128,4.349
2022-12-30,2.75,3.876,4.141,4.363
2023-01-02,2.75,3.855,4.117,4.336
2023-01-03,2.75,3.863,4.125,4.344
2023-01-04,2.75,3.858,4.12,4.337
2023-01-05,2.75,3.867,4.13,4.348
2023-01-06,2.75,3.856,4.116,4.332
2023-01-09,2.75,3.845,4.104,4.318
2023-01-10,2.75,3.851,4.11,4.324
2023-01-11,2.75,3.853,4.113,4.326
2023-01-12,2.75,3.838,4.096,4.306
2023-01-13,2.75,3.827,4.083,4.291
2023-01-16,2.75,3.806,4.059,4.264
2023-01-17,2.75,3.804,4.056,4.26
2023-01-18,2.75,3.809,4.061,4.264
2023-01-19,2.75,3.8,4.051,4.252
2023-01-20,2.75,3.8,4.05,4.251
2023-01-23,2.75,3.798,4.048,4.247
2023-01-24,2.75,3.799,4.048,4.246
2023-01-25,2.75,3.787,4.034,4.23
2023-01-26,2.75,3.788,4.035,4.231
2023-01-27,2.75,3.778,4.024,4.217
2023-01-30,2.75,3.749,3.991,4.179
2023-01-31,2.75,3.757,3.999,4.188
2023-02-01,2.75,3.761,4.004,4.193
2023-02-02,2.75,3.744,3.984,4.17
2023-02-03,2.75,3.761,4.003,4.19
2023-02-06,2.75,3.768,4.01,4.198
2023-02-07,2.75,3.76,4.001,4.187
2023-02-08,2.75,3.739,3.977,4.159
2023-02-09,2.75,3.755,3.995,4.178
2023-02-10,2.75,3.735,3.972,4.153
2023-02-13,2.75,3.726,3.961,4.14
2023-02-14,2.75,3.719,3.953,4.13
2023-02-15,2.75,3.72,3.954,4.13
2023-02-16,2.75,3.715,3.949,4.124
2023-02-17,2.75,3.719,3.953,4.128
2023-02-20,2.75,3.716,3.95,4.124
2023-02-21,2.75,3.712,3.944,4.118
2023-02-22,2.75,3.715,3.948,4.121
2023-02-23,2.75,3.722,3.955,4.129
2023-02-24,2.75,3.717,3.95,4.123
2023-02-27,2.75,3.686,3.915,4.084
2023-02-28,2.75,3.672,3.899,4.066
2023-03-01,2.75,3.713,3.945,4.117
2023-03-02,2.75,3.685,3.913,4.081
2023-03-03,2.75,3.698,3.927,4.097
2023-03-06,2.75,3.686,3.914,4.083
2023-03-07,2.75,3.678,3.906,4.073
2023-03-08,2.75,3.707,3.937,4.108
2023-03-09,2.75,3.71,3.941,4.112
2023-03-10,2.75,3.694,3.924,4.093
2023-03-13,2.75,3.671,3.898,4.064
2023-03-14,2.75,3.697,3.927,4.097
2023-03-15,2.75,3.709,3.941,4.113
2023-03-16,2.75,3.689,3.918,4.087
2023-03-17,2.75,3.71,3.942,4.115
2023-03-20,2.75,3.71,3.942,4.115
2023-03-21,2.75,3.719,3.953,4.127
2023-03-22,2.75,3.716,3.95,4.124
2023-03-23,2.75,3.706,3.938,4.112
2023-03-24,2.75,3.735,3.971,4.149
2023-03-27,2.75,3.722,3.957,4.133
2023-03-28,2.75,3.727,3.962,4.14
2023-03-29,2.75,3.72,3.954,4.132
2023-03-30,2.75,3.729,3.965,4.145
2023-03-31,2.75,3.728,3.964,4.144
2023-04-03,2.75,3.74,3.978,4.161
2023-04-04,2.75,3.767,4.009,4.195
2023-04-05,2.75,3.734,3.972,4.156
2023-04-06,2.75,3.736,3.974,4.159
2023-04-07,2.75,3.777,4.021,4.212
2023-04-10,2.75,3.762,4.004,4.193
2023-04-11,2.75,3.761,4.004,4.193
2023-04-12,2.75,3.786,4.033,4.226
2023-04-13,2.75,3.771,4.016,4.209
2023-04-14,2.75,3.805,4.055,4.253
2023-04-17,2.75,3.797,4.045,4.243
2023-04-18,2.75,3.788,4.036,4.233
2023-04-19,2.75,3.824,4.077,4.28
2023-04-20,2.75,3.796,4.046,4.246
2023-04-21,2.75,3.817,4.07,4.274
2023-04-24,2.75,3.817,4.07,4.275
2023-04-25,2.75,3.834,4.09,4.297
2023-04-26,2.75,3.842,4.099,4.308
2023-04-27,2.75,3.828,4.084,4.293
2023-04-28,2.75,3.824,4.079,4.288
2023-05-01,3.0,3.407,3.599,3.792
2023-05-02,3.0,3.395,3.586,3.777
2023-05-03,3.0,3.428,3.624,3.819
2023-05-04,3.0,3.407,3.6,3.793
2023-05-05,3.0,3.403,3.595,3.788
2023-05-08,3.0,3.411,3.605,3.798
2023-05-09,3.0,3.395,3.586,3.778
2023-05-10,3.0,3.401,3.593,3.786
2023-05-11,3.0,3.429,3.625,3.821
2023-05-12,3.0,3.409,3.602,3.796
2023-05-15,3.0,3.406,3.599,3.793
2023-05-16,3.0,3.427,3.623,3.819
2023-05-17,3.0,3.437,3.634,3.832
2023-05-18,3.0,3.434,3.631,3.828
2023-05-19,3.0,3.439,3.637,3.835
2023-05-22,3.0,3.42,3.616,3.811
2023-05-23,3.0,3.415,3.61,3.804
2023-05-24,3.0,3.452,3.652,3.851
2023-05-25,3.0,3.433,3.63,3.827
2023-05-26,3.0,3.436,3.633,3.831
2023-05-29,3.0,3.457,3.658,3.858
2023-05-30,3.0,3.45,3.65,3.85
2023-05-31,3.0,3.451,3.651,3.851
2023-06-01,3.0,3.474,3.677,3.88
2023-06-02,3.0,3.443,3.642,3.841
2023-06-05,3.0,3.464,3.666,3.868
2023-06-06,3.0,3.456,3.657,3.858
2023-06-07,3.0,3.461,3.663,3.865
2023-06-08,3.0,3.479,3.683,3.887
2023-06-09,3.0,3.469,3.672,3.874
2023-06-12,3.0,3.471,3.675,3.878
2023-06-13,3.0,3.48,3.685,3.889
2023-06-14,3.0,3.465,3.668,3.871
2023-06-15,3.0,3.462,3.664,3.866
2023-06-16,3.0,3.461,3.664,3.866
2023-06-19,3.0,3.453,3.654,3.855
2023-06-20,3.0,3.503,3.711,3.919
2023-06-21,3.0,3.467,3.671,3.874
2023-06-22,3.0,3.48,3.685,3.89
2023-06-23,3.0,3.481,3.686,3.892
2023-06-26,3.0,3.49,3.697,3.903
2023-06-27,3.0,3.498,3.706,3.913
2023-06-28,3.0,3.5,3.708,3.916
2023-06-29,3.0,3.485,3.691,3.897
2023-06-30,3.0,3.492,3.699,3.906
2023-07-03,3.0,3.499,3.706,3.914
2023-07-04,3.0,3.494,3.701,3.909
2023-07-05,3.0,3.517,3.728,3.938
2023-07-06,3.0,3.505,3.714,3.923
2023-07-07,3.0,3.51,3.719,3.929
2023-07-10,3.0,3.51,3.72,3.929
2023-07-11,3.0,3.517,3.728,3.939
2023-07-12,3.0,3.506,3.716,3.925
2023-07-13,3.0,3.49,3.697,3.904
2023-07-14,3.0,3.511,3.721,3.931
2023-07-17,3.0,3.499,3.708,3.916
2023-07-18,3.0,3.501,3.71,3.919
2023-07-19,3.0,3.515,3.726,3.937
2023-07-20,3.0,3.524,3.735,3.947
2023-07-21,3.0,3.509,3.719,3.929
2023-07-24,3.0,3.513,3.724,3.934
2023-07-25,3.0,3.53,3.743,3.955
2023-07-26,3.0,3.513,3.723,3.934
2023-07-27,3.0,3.541,3.755,3.969
2023-07-28,3.0,3.517,3.728,3.938
2023-07-31,3.0,3.489,3.696,3.903
2023-08-01,3.0,3.519,3.73,3.941
2023-08-02,3.0,3.514,3.724,3.935
2023-08-03,3.0,3.524,3.736,3.948
2023-08-04,3.0,3.516,3.727,3.938
2023-08-07,3.0,3.506,3.715,3.925
2023-08-08,3.0,3.492,3.7,3.908
2023-08-09,3.0,3.504,3.713,3.922
2023-08-10,3.0,3.495,3.703,3.911
2023-08-11,3.0,3.497,3.705,3.914
2023-08-14,3.0,3.51,3.72,3.93
2023-08-15,3.0,3.522,3.733,3.944
2023-08-16,3.0,3.506,3.715,3.924
2023-08-17,3.0,3.485,3.692,3.898
2023-08-18,3.0,3.503,3.712,3.921
2023-08-21,3.0,3.511,3.721,3.93
2023-08-22,3.0,3.488,3.694,3.901
2023-08-23,3.0,3.492,3.699,3.906
2023-08-24,3.0,3.492,3.699,3.906
2023-08-25,3.0,3.481,3.686,3.892
2023-08-28,3.0,3.496,3.703,3.911
2023-08-29,3.0,3.485,3.691,3.897
2023-08-30,3.0,3.489,3.696,3.902
2023-08-31,3.0,3.472,3.676,3.88
2023-09-01,3.0,3.475,3.679,3.884
2023-09-04,3.0,3.487,3.693,3.899
2023-09-05,3.0,3.472,3.675,3.879
2023-09-06,3.0,3.495,3.701,3.908
2023-09-07,3.0,3.467,3.67,3.873
2023-09-08,3.0,3.472,3.676,3.879
2023-09-11,3.0,3.478,3.683,3.887
2023-09-12,3.0,3.448,3.648,3.849
2023-09-13,3.0,3.441,3.641,3.84
2023-09-14,3.0,3.442,3.641,3.841
2023-09-15,3.0,3.473,3.676,3.879
2023-09-18,3.0,3.449,3.649,3.849
2023-09-19,3.0,3.484,3.688,3.892
2023-09-20,3.0,3.444,3.643,3.842
2023-09-21,3.0,3.45,3.65,3.85
2023-09-22,3.0,3.464,3.666,3.868
2023-09-25,3.0,3.468,3.669,3.871
2023-09-26,3.0,3.466,3.667,3.869
2023-09-27,3.0,3.453,3.653,3.853
2023-09-28,3.0,3.449,3.648,3.847
2023-09-29,3.0,3.441,3.639,3.838
2023-10-02,3.0,3.441,3.639,3.837
2023-10-03,3.0,3.423,3.619,3.814
2023-10-04,3.0,3.417,3.612,3.807
2023-10-05,3.0,3.425,3.621,3.817
2023-10-06,3.0,3.421,3.616,3.811
2023-10-09,3.0,3.415,3.61,3.804
2023-10-10,3.0,3.427,3.623,3.819
2023-10-11,3.0,3.428,3.624,3.82
2023-10-12,3.0,3.416,3.61,3.804
2023-10-13,3.0,3.43,3.626,3.823
2023-10-16,3.0,3.397,3.589,3.781
2023-10-17,3.0,3.407,3.6,3.793
2023-10-18,3.0,3.399,3.591,3.782
2023-10-19,3.0,3.383,3.573,3.763
2023-10-20,3.0,3.403,3.595,3.788
2023-10-23,3.0,3.401,3.593,3.785
2023-10-24,3.0,3.419,3.614,3.808
2023-10-25,3.0,3.407,3.6,3.793
2023-10-26,3.0,3.386,3.576,3.766
2023-10-27,3.0,3.42,3.614,3.808
2023-10-30,3.0,3.411,3.604,3.797
2023-10-31,3.0,3.402,3.594,3.786
2023-11-01,3.0,3.392,3.582,3.772
2023-11-02,3.0,3.382,3.571,3.76
2023-11-03,3.0,3.388,3.578,3.768
2023-11-06,3.0,3.405,3.597,3.789
2023-11-07,3.0,3.414,3.607,3.8
2023-11-08,3.0,3.409,3.602,3.794
2023-11-09,3.0,3.385,3.574,3.763
2023-11-10,3.0,3.377,3.565,3.754
2023-11-13,3.0,3.392,3.582,3.772
2023-11-14,3.0,3.369,3.556,3.743
2023-11-15,3.0,3.394,3.584,3.775
2023-11-16,3.0,3.388,3.578,3.768
2023-11-17,3.0,3.385,3.574,3.763
2023-11-20,3.0,3.371,3.559,3.747
2023-11-21,3.0,3.397,3.588,3.779
2023-11-22,3.0,3.385,3.574,3.764
2023-11-23,3.0,3.378,3.567,3.755
2023-11-24,3.0,3.358,3.544,3.73
2023-11-27,3.0,3.393,3.584,3.774
2023-11-28,3.0,3.416,3.609,3.802
2023-11-29,3.0,3.415,3.608,3.802
2023-11-30,3.0,3.391,3.581,3.771
2023-12-01,3.0,3.39,3.58,3.771
2023-12-04,3.0,3.404,3.596,3.788
2023-12-05,3.0,3.388,3.578,3.768
2023-12-06,3.0,3.405,3.597,3.789
2023-12-07,3.0,3.412,3.605,3.798
2023-12-08,3.0,3.419,3.613,3.807
2023-12-11,3.0,3.404,3.597,3.789
2023-12-12,3.0,3.405,3.597,3.79
2023-12-13,3.0,3.398,3.59,3.782
2023-12-14,3.0,3.401,3.593,3.785
2023-12-15,3.0,3.41,3.603,3.797
2023-12-18,3.0,3.419,3.614,3.808
2023-12-19,3.0,3.427,3.623,3.819
2023-12-20,3.0,3.409,3.602,3.796
2023-12-21,3.0,3.439,3.636,3.833
2023-12-22,3.0,3.419,3.615,3.81
2023-12-25,3.0,3.425,3.62,3.816
2023-12-26,3.0,3.418,3.613,3.808
2023-12-27,3.0,3.4,3.593,3.786
2023-12-28,3.0,3.442,3.64,3.839
2023-12-29,3.0,3.443,3.641,3.84
2024-01-01,3.0,3.433,3.63,3.827
2024-01-02,3.0,3.439,3.638,3.836
2024-01-03,3.0,3.447,3.646,3.846
2024-01-04,3.0,3.425,3.621,3.818
2024-01-05,3.0,3.439,3.638,3.836
2024-01-08,3.0,3.458,3.658,3.859
2024-01-09,3.0,3.435,3.634,3.832
2024-01-10,3.0,3.456,3.657,3.858
2024-01-11,3.0,3.439,3.638,3.837
2024-01-12,3.0,3.463,3.665,3.867
2024-01-15,3.0,3.46,3.661,3.863
2024-01-16,3.0,3.443,3.643,3.842
2024-01-17,3.0,3.479,3.683,3.887
2024-01-18,3.0,3.458,3.66,3.862
2024-01-19,3.0,3.46,3.662,3.864
2024-01-22,3.0,3.474,3.678,3.882
2024-01-23,3.0,3.488,3.693,3.899
2024-01-24,3.0,3.464,3.667,3.869
2024-01-25,3.0,3.479,3.684,3.888
2024-01-26,3.0,3.485,3.691,3.897
2024-01-29,3.0,3.491,3.697,3.903
2024-01-30,3.0,3.486,3.692,3.898
2024-01-31,3.0,3.482,3.687,3.893
2024-02-01,3.0,3.478,3.683,3.888
2024-02-02,3.0,3.491,3.698,3.905
2024-02-05,3.0,3.479,3.684,3.89
2024-02-06,3.0,3.458,3.661,3.864
2024-02-07,3.0,3.5,3.708,3.917
2024-02-08,3.0,3.507,3.717,3.926
2024-02-09,3.0,3.47,3.674,3.879
2024-02-12,3.0,3.487,3.694,3.901
2024-02-13,3.0,3.508,3.718,3.927
2024-02-14,3.0,3.527,3.738,3.95
2024-02-15,3.0,3.503,3.712,3.921
2024-02-16,3.0,3.495,3.703,3.911
2024-02-19,3.0,3.503,3.712,3.921
2024-02-20,3.0,3.523,3.734,3.945
2024-02-21,3.0,3.499,3.708,3.916
2024-02-22,3.0,3.498,3.706,3.915
2024-02-23,3.0,3.502,3.711,3.92
2024-02-26,3.0,3.497,3.706,3.914
2024-02-27,3.0,3.511,3.721,3.931
2024-02-28,3.0,3.529,3.741,3.954
2024-02-29,3.0,3.514,3.724,3.935
2024-03-01,3.0,3.507,3.717,3.926
2024-03-04,3.0,3.506,3.716,3.926
2024-03-05,3.0,3.491,3.699,3.906
2024-03-06,3.0,3.52,3.732,3.943
2024-03-07,3.0,3.509,3.718,3.928
2024-03-08,3.0,3.507,3.717,3.926
2024-03-11,3.0,3.547,3.762,3.976
2024-03-12,3.0,3.512,3.722,3.932
2024-03-13,3.0,3.499,3.707,3.916
2024-03-14,3.0,3.502,3.711,3.92
2024-03-15,3.0,3.52,3.731,3.942
2024-03-18,3.0,3.507,3.716,3.925
2024-03-19,3.0,3.487,3.694,3.901
2024-03-20,3.0,3.514,3.725,3.935
2024-03-21,3.0,3.494,3.702,3.91
2024-03-22,3.0,3.523,3.735,3.946
2024-03-25,3.0,3.513,3.722,3.932
2024-03-26,3.0,3.493,3.7,3.908
2024-03-27,3.0,3.512,3.722,3.932
2024-03-28,3.0,3.496,3.704,3.911
2024-03-29,3.0,3.504,3.712,3.921
2024-04-01,3.0,3.498,3.705,3.913
2024-04-02,3.0,3.48,3.685,3.891
2024-04-03,3.0,3.481,3.686,3.891
2024-04-04,3.0,3.499,3.706,3.914
2024-04-05,3.0,3.481,3.686,3.891
2024-04-08,3.0,3.478,3.683,3.887
2024-04-09,3.0,3.469,3.673,3.876
2024-04-10,3.0,3.484,3.689,3.894
2024-04-11,3.0,3.501,3.709,3.916
2024-04-12,3.0,3.461,3.664,3.866
2024-04-15,3.0,3.472,3.676,3.88
2024-04-16,3.0,3.487,3.692,3.897
2024-04-17,3.0,3.466,3.669,3.872
2024-04-18,3.0,3.47,3.674,3.877
2024-04-19,3.0,3.45,3.65,3.851
2024-04-22,3.0,3.465,3.668,3.87
2024-04-23,3.0,3.456,3.657,3.858
2024-04-24,3.0,3.467,3.67,3.872
2024-04-25,3.0,3.467,3.67,3.872
2024-04-26,3.0,3.482,3.686,3.89
2024-04-29,3.0,3.455,3.656,3.857
2024-04-30,3.0,3.45,3.65,3.85
2024-05-01,3.0,3.446,3.645,3.844
2024-05-02,3.0,3.437,3.635,3.833
2024-05-03,3.0,3.443,3.642,3.84
2024-05-06,3.0,3.433,3.63,3.828
2024-05-07,3.0,3.436,3.634,3.831
2024-05-08,3.0,3.448,3.647,3.846
2024-05-09,3.0,3.418,3.613,3.808
2024-05-10,3.0,3.441,3.639,3.837
2024-05-13,3.0,3.441,3.639,3.837
2024-05-14,3.0,3.422,3.617,3.812
2024-05-15,3.0,3.395,3.587,3.779
2024-05-16,3.0,3.412,3.605,3.799
2024-05-17,3.0,3.432,3.629,3.825
2024-05-20,3.0,3.415,3.609,3.803
2024-05-21,3.0,3.401,3.593,3.786
2024-05-22,3.0,3.405,3.598,3.79
2024-05-23,3.0,3.419,3.614,3.808
2024-05-24,3.0,3.414,3.608,3.802
2024-05-27,3.0,3.403,3.595,3.788
2024-05-28,3.0,3.4,3.592,3.784
2024-05-29,3.0,3.398,3.59,3.781
2024-05-30,3.0,3.39,3.581,3.771
2024-05-31,3.0,3.419,3.613,3.808
2024-06-03,3.0,3.395,3.586,3.777
2024-06-04,3.0,3.412,3.605,3.798
2024-06-05,3.0,3.415,3.608,3.801
2024-06-06,3.0,3.407,3.6,3.792
2024-06-07,3.0,3.389,3.579,3.769
2024-06-10,3.0,3.398,3.59,3.781
2024-06-11,3.0,3.392,3.583,3.773
2024-06-12,3.0,3.381,3.57,3.759
2024-06-13,3.0,3.395,3.586,3.777
2024-06-14,3.0,3.377,3.565,3.754
2024-06-17,3.0,3.405,3.597,3.789
2024-06-18,3.0,3.385,3.574,3.763
2024-06-19,3.0,3.393,3.583,3.773
2024-06-20,3.0,3.393,3.584,3.774
2024-06-21,3.0,3.387,3.577,3.766
2024-06-24,3.0,3.397,3.588,3.779
2024-06-25,3.0,3.385,3.574,3.763
2024-06-26,3.0,3.401,3.592,3.784
2024-06-27,3.0,3.375,3.563,3.751
2024-06-28,3.0,3.393,3.583,3.774
2024-07-01,3.0,3.415,3.608,3.802
2024-07-02,3.0,3.381,3.57,3.758
2024-07-03,3.0,3.385,3.575,3.764
2024-07-04,3.0,3.4,3.592,3.783
2024-07-05,3.0,3.397,3.588,3.78
2024-07-08,3.0,3.4,3.592,3.783
2024-07-09,3.0,3.403,3.595,3.787
2024-07-10,3.0,3.406,3.598,3.791
2024-07-11,3.0,3.413,3.606,3.8
2024-07-12,3.0,3.406,3.598,3.791
2024-07-15,3.0,3.4,3.591,3.783
2024-07-16,3.0,3.412,3.605,3.799
2024-07-17,3.0,3.428,3.624,3.819
2024-07-18,3.0,3.406,3.598,3.791
2024-07-19,3.0,3.397,3.589,3.781
2024-07-22,3.0,3.424,3.619,3.814
2024-07-23,3.0,3.411,3.605,3.798
2024-07-24,3.0,3.388,3.579,3.77
2024-07-25,3.0,3.427,3.622,3.818
2024-07-26,3.0,3.412,3.606,3.8
2024-07-29,3.0,3.419,3.614,3.809
2024-07-30,3.0,3.427,3.622,3.818
2024-07-31,3.0,3.427,3.623,3.819
2024-08-01,3.0,3.435,3.633,3.83
2024-08-02,3.0,3.424,3.62,3.816
2024-08-05,3.0,3.438,3.635,3.833
2024-08-06,3.0,3.431,3.627,3.824
2024-08-07,3.0,3.445,3.644,3.842
2024-08-08,3.0,3.446,3.645,3.844
2024-08-09,3.0,3.43,3.627,3.824
2024-08-12,3.0,3.456,3.657,3.857
2024-08-13,3.0,3.439,3.638,3.836
2024-08-14,3.0,3.458,3.658,3.859
2024-08-15,3.0,3.455,3.655,3.856
2024-08-16,3.0,3.475,3.678,3.881
2024-08-19,3.0,3.452,3.653,3.853
2024-08-20,3.0,3.453,3.654,3.855
2024-08-21,3.0,3.46,3.661,3.863
2024-08-22,3.0,3.459,3.66,3.862
2024-08-23,3.0,3.474,3.678,3.881
2024-08-26,3.0,3.447,3.648,3.848
2024-08-27,3.0,3.457,3.658,3.86
2024-08-28,3.0,3.459,3.661,3.863
2024-08-29,3.0,3.485,3.69,3.896
2024-08-30,3.0,3.496,3.703,3.91
2024-09-02,3.0,3.477,3.681,3.886
2024-09-03,3.0,3.478,3.683,3.888
2024-09-04,3.0,3.483,3.688,3.894
2024-09-05,3.0,3.498,3.705,3.913
2024-09-06,3.0,3.475,3.68,3.884
2024-09-09,3.0,3.491,3.698,3.904
2024-09-10,3.0,3.501,3.71,3.918
2024-09-11,3.0,3.498,3.705,3.913
2024-09-12,3.0,3.496,3.703,3.911
2024-09-13,3.0,3.507,3.716,3.925
2024-09-16,3.0,3.464,3.668,3.871
2024-09-17,3.0,3.506,3.715,3.924
2024-09-18,3.0,3.491,3.699,3.906
2024-09-19,3.0,3.479,3.684,3.89
2024-09-20,3.0,3.508,3.717,3.927
2024-09-23,3.0,3.52,3.73,3.941
2024-09-24,3.0,3.502,3.711,3.92
2024-09-25,3.0,3.517,3.727,3.938
2024-09-26,3.0,3.525,3.737,3.949
2024-09-27,3.0,3.523,3.734,3.946
2024-09-30,3.0,3.527,3.739,3.951
2024-10-01,3.0,3.517,3.728,3.939
2024-10-02,3.0,3.51,3.72,3.929
2024-10-03,3.0,3.49,3.697,3.905
2024-10-04,3.0,3.507,3.716,3.926
2024-10-07,3.0,3.5,3.708,3.917
2024-10-08,3.0,3.536,3.749,3.962
2024-10-09,3.0,3.508,3.718,3.927
2024-10-10,3.0,3.511,3.722,3.932
2024-10-11,3.0,3.516,3.727,3.938
2024-10-14,3.0,3.51,3.72,3.93
2024-10-15,3.0,3.53,3.742,3.954
2024-10-16,3.0,3.501,3.71,3.919
2024-10-17,3.0,3.511,3.721,3.931
2024-10-18,3.0,3.499,3.707,3.916
2024-10-21,3.0,3.491,3.699,3.906
2024-10-22,3.0,3.499,3.707,3.916
2024-10-23,3.0,3.505,3.714,3.923
2024-10-24,3.0,3.499,3.708,3.916
2024-10-25,3.0,3.495,3.703,3.911
2024-10-28,3.0,3.485,3.692,3.899
2024-10-29,3.0,3.5,3.708,3.917
2024-10-30,3.0,3.482,3.688,3.894
2024-10-31,3.0,3.507,3.717,3.926
2024-11-01,3.0,3.498,3.706,3.914
2024-11-04,3.0,3.478,3.683,3.889
2024-11-05,3.0,3.49,3.697,3.904
2024-11-06,3.0,3.483,3.689,3.895
2024-11-07,3.0,3.494,3.701,3.909
2024-11-08,3.0,3.505,3.713,3.921
2024-11-11,3.0,3.464,3.667,3.871
2024-11-12,3.0,3.486,3.692,3.898
2024-11-13,3.0,3.481,3.686,3.891
2024-11-14,3.0,3.489,3.695,3.901
2024-11-15,3.0,3.481,3.686,3.891
2024-11-18,3.0,3.467,3.671,3.874
2024-11-19,3.0,3.47,3.674,3.878
2024-11-20,3.0,3.463,3.665,3.867
2024-11-21,3.0,3.483,3.688,3.893
2024-11-22,3.0,3.468,3.671,3.874
2024-11-25,3.0,3.488,3.693,3.899
2024-11-26,3.0,3.462,3.664,3.866
2024-11-27,3.0,3.452,3.653,3.853
2024-11-28,3.0,3.44,3.639,3.838
2024-11-29,3.0,3.434,3.632,3.831
2024-12-02,3.0,3.434,3.633,3.831
2024-12-03,3.0,3.454,3.655,3.855
2024-12-04,3.0,3.455,3.655,3.856
2024-12-05,3.0,3.427,3.624,3.821
2024-12-06,3.0,3.455,3.655,3.855
2024-12-09,3.0,3.436,3.633,3.831
2024-12-10,3.0,3.441,3.639,3.838
2024-12-11,3.0,3.456,3.656,3.856
2024-12-12,3.0,3.445,3.644,3.843
2024-12-13,3.0,3.429,3.625,3.822
2024-12-16,3.0,3.419,3.614,3.81
2024-12-17,3.0,3.402,3.595,3.788
2024-12-18,3.0,3.417,3.612,3.806
2024-12-19,3.0,3.421,3.616,3.811
